Gene1,Gene2,Resource
47,972,literature
785,3449,literature;signaling
2002,5123,complexes;literature;signaling
1602,4405,literature
3434,3453,kinase
1043,4741,literature;signaling
5133,5535,literature
2765,3804,literature
1029,2295,literature
2428,3814,literature;signaling
669,5363,binary;literature
984,3028,literature
167,4237,signaling
4163,4166,literature
127,3812,literature
389,1163,literature
933,3446,literature;signaling
1070,3087,literature;signaling
2816,4027,literature
240,3826,literature
1780,2310,literature
3194,3445,kinase
2875,5193,binary
3423,3730,literature;signaling;kinase
827,3792,literature
634,1916,literature;signaling
5379,5395,literature;signaling
1974,3366,kinase
4005,4637,binary;literature;signaling
3790,3811,complexes
156,354,literature
1529,5442,complexes
897,2255,literature;signaling
4762,4831,literature
2218,3063,literature;signaling
3931,5442,complexes
1017,1017,literature
271,4651,complexes
1291,4406,literature
2009,3439,literature;signaling
3450,4976,signaling
2426,4897,literature
499,4126,literature;signaling
672,1298,binary;literature
2917,4750,literature;signaling
393,1482,literature
933,2187,binary;literature
882,4044,literature
847,1296,literature
2002,3099,literature
3207,3521,literature
1030,4481,literature
2800,3494,binary;literature;signaling
794,1814,literature
3,5532,kinase
1975,5503,complexes
5315,5315,literature;kinase
85,3435,kinase
704,4405,literature
3064,3381,signaling
290,2002,literature
3429,3429,literature
787,2027,complexes
1199,3407,literature
616,3180,binary
1345,3325,literature
462,1802,literature;signaling
4326,5238,binary;literature;signaling
4750,4756,literature;signaling
2702,2702,literature
583,2571,literature;signaling
4949,5254,binary;literature;signaling
69,1803,literature;signaling;kinase
2202,3000,literature;signaling
1900,4290,signaling
4442,4994,literature
2161,3790,complexes;literature
4310,4405,literature
3011,3011,literature
1053,2356,metabolic
270,4460,literature
505,2434,literature
799,4217,complexes;literature;signaling
3775,4781,signaling
733,4255,regulatory
86,5254,complexes
194,1780,binary;literature;signaling
4120,4264,regulatory
499,5445,literature;signaling
1177,1881,binary;literature;signaling
3789,5488,literature
926,1780,literature
51,4190,literature
1064,1129,literature;signaling
2226,4091,literature
4812,4955,literature
213,583,literature;signaling
2286,5214,literature;signaling
95,3252,binary;literature
984,3866,literature
2947,5559,binary;literature;signaling
393,614,literature
1214,2982,regulatory
1905,4413,signaling
86,1404,binary;literature
1932,3086,literature;signaling
2213,5401,literature;signaling
1686,2305,binary
1022,2661,metabolic
2644,4432,metabolic
1057,1780,binary;literature
2478,3572,literature
3730,4445,regulatory
3935,5546,complexes
1687,1834,literature
943,1833,signaling
2865,3146,complexes;literature
1780,4378,literature
1887,2952,metabolic
1763,4697,binary
729,4424,metabolic
1612,4384,literature
2305,5470,binary
2809,3280,binary
1064,1256,literature;signaling
2611,3730,literature
470,4165,literature
614,4575,binary
3608,5263,literature
3064,4110,literature;signaling
4994,5237,literature
4455,5315,kinase
723,4143,metabolic
868,3888,literature
1207,4250,literature
2286,5337,binary
2488,3813,literature
3153,3389,complexes
1015,5442,literature;signaling
373,1325,complexes
1326,3929,complexes
1947,2272,literature
787,4921,literature
1501,4527,complexes;literature
360,3671,binary;literature;signaling
2600,2600,literature
4120,5523,signaling
583,3825,literature;signaling
2101,4493,binary;literature;signaling
1001,5402,binary;literature
838,2747,literature;signaling
982,4414,literature
3794,4403,complexes
4524,4524,literature
4282,5447,literature;signaling
3640,3684,literature
4239,5278,binary;literature;signaling;kinase
2659,3979,kinase
4231,4919,binary
1002,1404,binary;literature
4714,5110,literature;signaling
1903,2865,literature
1762,4139,literature
1975,2032,literature
2037,3699,regulatory
3730,4437,literature
2013,2188,literature;signaling
3407,4314,kinase
1510,5243,binary;literature
3035,4085,literature
878,3098,literature;signaling
2670,2670,literature
2101,5056,binary;literature;signaling
1128,5534,binary;literature;signaling
2428,5147,literature;signaling
646,681,kinase
1350,4078,signaling
1064,1544,signaling
60,2515,kinase
1049,2029,literature
3788,3815,complexes
2392,4122,regulatory
2378,4255,regulatory
3788,4325,literature
1006,1974,kinase
950,2142,literature;signaling
157,4118,literature;signaling
599,5065,literature;signaling
1505,3181,literature
2314,2325,binary
2722,3725,literature;signaling
158,2427,binary;literature;signaling
2416,3787,literature
1570,5192,binary;literature
666,4343,literature;signaling
1820,2356,literature
329,3380,complexes
84,5316,binary;literature;signaling
1975,4548,literature
692,2171,literature;signaling
82,4011,complexes;literature;signaling
4374,4937,literature
2091,3681,literature;signaling
65,4068,literature;signaling
282,1714,literature
799,5506,complexes
3084,4325,literature;signaling
2601,3320,literature
4455,5399,kinase
977,2120,literature
3725,4590,literature
3505,5097,literature
981,3118,literature;signaling
869,5285,literature;signaling
1266,4452,literature
3283,4068,literature;signaling
1404,4238,literature;signaling;kinase
2470,2852,literature
476,4395,metabolic
1025,5111,metabolic
1017,2176,regulatory
3929,4790,literature
3886,4178,binary
3681,5559,literature;signaling
49,2032,complexes;literature
1081,4820,binary;literature;signaling
2128,2141,literature;signaling
2734,4291,metabolic
4325,5029,literature;signaling
2549,2968,literature
1407,2222,literature;signaling
2617,4455,literature
2365,3682,literature;signaling
2800,5145,binary;literature;signaling
3910,5421,complexes
4725,4856,literature
1113,1113,literature;kinase
3100,4397,literature;signaling
213,4629,binary;literature;signaling
546,3860,literature
3014,3047,literature;signaling
41,2247,kinase
3492,4183,complexes
933,1367,literature;signaling
3116,3923,binary;literature
25,60,kinase
2032,2780,literature
1205,2272,literature
193,3266,binary;literature
4520,4520,literature
1017,4673,literature;signaling
3229,3906,metabolic
3640,3752,literature;signaling
2483,2516,literature
2867,3792,literature
2103,3371,binary;literature;signaling
827,2687,literature
342,4638,complexes;literature;signaling
308,5052,binary;literature;signaling
2704,4193,literature
2111,2222,regulatory;literature
1775,3435,signaling
888,1351,binary;literature;signaling
2425,3738,binary;literature;signaling
1643,3570,literature
2025,4120,complexes
2308,2992,literature;signaling
923,2027,binary;literature;signaling
2624,4111,literature
2719,3038,literature
1042,4911,literature
933,1992,binary;literature
4908,4988,binary
2203,3845,binary;literature;signaling
3032,4130,metabolic
3659,4079,binary
992,992,literature
3181,4393,literature
2661,2667,complexes;literature
2690,5129,literature;signaling
160,4736,complexes
1140,4575,binary
1842,4027,literature
795,1622,complexes
1015,4413,literature
310,802,binary;literature;signaling
69,4325,literature;signaling;kinase
2427,5150,binary;literature;signaling
2370,3344,complexes
1967,2126,regulatory
4415,4735,literature
2187,3441,kinase
2130,5439,literature;signaling
299,2691,literature
2596,5492,literature
4238,4465,literature;signaling;kinase
1700,1700,literature
2969,4988,literature;signaling
1965,1965,literature
3074,3076,complexes
200,1245,literature
198,3804,complexes;literature
454,2111,literature;signaling
2100,2453,literature;signaling
2244,2244,literature
988,2213,literature;signaling
1279,2693,literature
681,1687,literature
650,3873,literature;signaling
1692,2192,literature;signaling
1622,2867,literature
1780,3544,binary;literature
2058,2347,literature
1318,4024,binary;literature
1945,3119,metabolic
189,1975,complexes
2632,3290,binary;literature
658,1028,literature
4310,5007,literature
2180,3730,literature;signaling
3969,5519,kinase
181,3283,literature
1981,3808,complexes
1389,5506,complexes
5254,5503,complexes
933,4785,literature;signaling
907,2690,literature;signaling
179,1623,literature;signaling;kinase
2562,4444,literature
2127,5487,literature
3639,3833,literature;signaling
84,326,literature;signaling
2647,4453,literature
802,4027,literature
502,5108,literature;signaling
2627,4308,literature;signaling
1047,3102,literature
272,2339,binary;literature;signaling
2808,3140,literature
63,3290,binary;literature
4868,4994,literature
1780,4826,signaling
3987,4612,signaling
1623,4946,literature;signaling
3811,3813,complexes
984,5058,literature;signaling
2226,3786,literature
1981,3797,complexes
710,5093,signaling
152,4533,binary
3335,3335,literature
896,2690,literature
2343,2345,literature
4559,4559,literature
154,5344,complexes
2307,4892,literature
3383,4136,binary;literature;signaling
3395,4249,literature;signaling
2483,3435,kinase
4915,5254,literature
2691,5394,literature
4107,4945,metabolic
4163,4225,literature;signaling
1852,2953,metabolic
868,1780,binary;literature
4615,5240,binary;literature;signaling
2611,2719,complexes
2077,4453,literature
1975,4100,complexes
69,3614,literature;signaling
602,1298,literature;signaling
2903,3423,signaling
80,4378,literature;signaling
2111,5026,literature;signaling
2403,3831,literature;signaling
614,1570,binary;literature
2225,5330,literature
1325,4806,complexes;literature
850,5026,literature
158,5383,literature;signaling
1926,4261,literature
281,3247,binary
4461,5117,kinase
2747,4142,literature;signaling;kinase
48,2223,literature;signaling
373,2429,binary;literature;signaling
3791,3813,complexes
285,2140,binary
1928,2092,literature;signaling
2027,3454,literature
871,3702,literature;signaling
1830,1974,complexes
1599,2302,binary
719,2653,metabolic
4144,4536,literature
1313,1326,literature
3797,3812,complexes
2691,4403,literature
272,4755,literature
154,4100,complexes
1815,1815,literature
3698,3933,literature;signaling
1343,4387,literature
4100,4790,complexes;literature
2637,4387,complexes
1842,2426,literature;signaling
4120,4150,literature
3807,4736,complexes
2650,2661,complexes
647,3097,kinase
1029,4835,literature
977,4455,literature
272,4688,literature
2299,3085,literature;signaling
135,4587,complexes
2307,3366,kinase
3803,5519,literature;signaling;kinase
3827,5390,literature;signaling
4782,5211,literature
255,1110,literature
1920,3752,literature;signaling
3835,4351,literature;signaling
2692,5179,literature;signaling
3639,4312,literature;signaling
4076,4201,complexes
5,1780,literature
2478,4471,literature
933,3069,literature;signaling
3365,5085,kinase
2120,3243,literature;signaling
838,3858,literature;signaling
2489,4343,literature
731,3169,literature
542,1313,literature
648,4932,literature
598,5056,literature;signaling
3278,4346,complexes
3784,5254,literature
3643,3643,literature
3086,4159,literature;signaling
1239,2205,literature
862,1661,binary;literature
2264,4673,literature
4322,4760,literature
373,3929,complexes
903,3070,binary;literature;signaling
981,1404,literature
3152,4403,literature
303,2826,literature
2816,4112,complexes;literature
2596,5519,regulatory
893,2223,literature
3244,4414,literature
1071,1071,literature
375,3203,binary
3203,5068,literature
3381,3808,literature
4091,4555,signaling
1878,4762,literature
1976,5344,complexes
2591,5226,binary;literature;signaling
661,3640,complexes;literature
3397,4137,signaling
2680,3721,literature
4142,5054,literature
2161,5426,literature
2461,4468,literature
1894,2816,literature;signaling
2137,3873,literature
339,3681,literature;signaling
700,1128,binary;literature;signaling
4270,4405,literature
5166,5208,literature;signaling
2223,3000,literature;signaling
1131,2202,literature;signaling
1082,1082,binary;literature
705,705,literature
4086,4100,literature
4275,4396,metabolic
224,5252,complexes;literature
3962,5149,signaling
2826,3595,literature
2687,3040,literature
991,4693,literature;signaling
4192,4404,literature;signaling
2188,4716,literature
2219,3572,literature;signaling
2115,2219,literature
2032,4152,literature
1834,2111,literature;signaling
4245,5464,binary
152,3124,binary
1983,4674,binary
1529,5506,complexes
70,4455,kinase
1325,3935,complexes
667,3106,regulatory
5064,5064,binary;literature
404,2954,metabolic
158,2690,literature;signaling
1323,1947,literature
2519,4204,complexes
2494,3395,kinase
1369,4344,literature;signaling
3180,3555,binary
1947,4214,literature
1549,5131,literature;signaling
310,4661,complexes
1014,1523,literature;signaling
2028,2423,literature
2796,3431,kinase
1855,5324,binary
228,1104,literature
254,2193,literature
2580,4952,literature
2478,5315,kinase
3786,5224,literature
2370,2466,binary
1947,2475,literature
960,4346,literature
3134,4077,literature
518,2824,regulatory
1469,1493,metabolic
3845,3883,binary;literature;signaling
2840,4021,complexes
2314,5499,binary
88,5180,binary;literature;signaling
4343,4909,binary
82,3153,complexes;literature;signaling;kinase
2803,3657,literature;signaling
231,231,literature
2091,4164,literature
107,393,literature
56,2600,literature
1325,3847,complexes
3784,4383,complexes
4480,4480,literature
1059,2114,literature
1291,2365,binary;literature;signaling
1447,4231,complexes;literature
1042,1972,regulatory
367,3289,literature
2835,3229,metabolic
60,4322,complexes
3784,4346,complexes
1326,1935,literature
681,4810,complexes;literature;signaling
1804,3758,literature;signaling
4391,4391,literature
3704,4669,literature
598,5081,binary;literature
152,3945,binary
4699,5142,metabolic
982,2408,binary;literature;signaling
